CRSE_GRADE_OFF,percentile in HS class,ACTMATH,ACTCOMP,YEARS_OF_STUDY_ACT,ALG SCORE,MBSC SCORE,TRIG SCORE,self reported math GPA,placement
AB,0.82,25,24,6,540,590,420,4,MATH D
B,0.76,18,21,6,500,510,510,4, 
A,0.92,21,24,6,460,590,510,3.7,MATH C
A,0.94,28,23,5,680,660,640,4, 
C,0.92,25,28,5,500,590,610,4,MATH C
AB,,28,26,5,, , ,3.4, 
C,,25,26,5,430,390,360,2.7,MATH B
F,0.75,21,23,7,430,490,500,3,MATH B
D,0.75,21,23,7,430,490,500,3,MATH B
D,0.75,21,23,7,430,490,500,3,MATH B
D,0.75,21,23,7,430,490,500,3,MATH B
C,0.75,21,23,7,430,490,500,3,MATH B
BC,0.3,22,20,8,, , ,4,MATH C
D,0.86,22,20,6,530,490,450,3.8, 
C,,23,22,8,480,540,490,4,MATH C
F,0.5,17,23,8,330,510,420,,MATH B
BC,0.5,17,23,8,330,510,420,,MATH B
F,0.84,22,22,5,500,540,510,3,MATH C
BC,0.84,22,22,5,500,540,510,3,MATH C
BC,0.74,31,27,8,640,850,650,3.8,MATH E
D,0.36,15,18,6,, , ,2.3, 
A,0.66,26,26,6,630,570,650,, 
C,0.71,24,24,8,290,440,420,2.8,MATH B
BC,0.8,22,24,6,370,440,440,3.3,MATH B
B,0.9,27,27,8,720,690,650,3.3,MATH E
BC,,23,19,6,360,460,500,3.3,MATH B
F,,19,21,5,, , ,2.5, 
F,0.73,25,27,6,600,570,520,3.3,MATH D
BC,0.73,25,27,6,600,570,520,3.3,MATH D
C,0.64,20,22,8,380,510,470,2.4, 
BC,0.79,24,25,6,490,540,470,3.3,MATH C
BC,0.74,19,20,8,450,540,570,2.3,MATH B
AB,0.85,26,25,8,490,600,450,3.5,MATH C
C,0.56,16,21,0,430,390,470,,MATH A
AB,0.61,24,27,6,630,520,520,3,MATH D
A,0.97,30,30,6,630,540,590,4,MATH E
F,0.92,27,26,8,520,570,390,4,MATH D
C,0.92,27,26,8,520,570,390,4,MATH D
C,,24,22,8,330,420,450,4,MATH B
A,,32,34,8,850,690,850,4,MATH E
A,0.92,27,27,5,720,850,730,4,MATH E
F,0.81,26,25,6,780,850,650,3.7, 
C,0.56,23,22,5,, , ,3, 
A,0.77,25,23,6,430,570,450,4,MATH C
AB,0.62,24,25,8,420,410,360,3.5,MATH B
C,,18,23,6,410,380,360,2.3,MATH A
AB,0.82,31,26,8,700,850,650,4,MATH E
A,0.92,24,25,5,500,600,540,3.8,MATH C
C,0.76,28,26,0,530,690,500,4, 
D,0.61,16,19,6,400,390,390,3,MATH A
A,,27,26,8,750,640,730,3.5,MATH E
B,0.84,22,21,6,460,540,470,4,MATH C
B,,24,23,8,430,600,590,3.3,MATH C
B,,22,24,6,400,610,390,4,MATH B
B,,28,26,6,500,510,650,3.3,MATH C
A,0.96,27,28,8,660,600,620,3.8,MATH E
BC,0.74,26,25,8,540,640,470,2.8,MATH B
BC,0.77,20,25,6,500,490,450,4, 
AB,0.88,18,19,6,, , ,3,MATH C
D,,16,20,8,410,330,380,3,MATH A
B,0.86,27,28,8,, , ,3.7, 
D,0.89,16,19,6,, , ,3.5,MATH C
D,0.89,16,19,6,, , ,3.5,MATH C
B,0.96,21,24,5,480,510,470,3.7,MATH C
AB,0.85,24,23,8,490,490,520,3.7,MATH C
F,0.5,23,24,6,, , ,2.7, 
C,,24,28,8,, , ,3,MATH B
C,0.66,28,29,8,600,640,730,,MATH D
B,0.85,24,24,6,, , ,3.8,MATH E
C,0.55,17,20,6,320,310,420,3, 
BC,0.77,18,21,4,420,390,450,3, 
F,0.58,23,21,5,460,490,390,2.7,MATH B
D,0.58,23,21,5,460,490,390,2.7,MATH B
B,0.78,24,23,8,430,510,390,4,MATH B
BC,,21,22,8,450,520,320,3.7,MATH C
B,0.94,32,29,8,780,640,650,4,MATH E
C,0.47,23,22,8,530,540,520,3,MATH D
F,,34,26,8,660,760,590,2.5,MATH E
B,,34,26,8,660,760,590,2.5,MATH E
A,0.81,26,27,8,610,540,730,,MATH E
C,0.76,25,22,8,530,600,470,4,MATH D
AB,0.64,28,26,8,610,690,690,,MATH E
B,0.75,24,28,5,490,570,540,4, 
A,0.9,22,25,6,580,540,620,4, 
B,0.81,20,24,6,400,410,360,3.5,MATH B
B,0.8,19,22,6,520,540,590,3, 
B,0.7,32,28,8,700,760,850,4,MATH E
B,0.63,25,24,6,530,510,450,3.5, 
B,,22,25,8,480,690,450,3.3,MATH C
B,0.77,24,24,8,560,570,470,3,MATH D
B,,27,27,8,, , ,3.8,MATH B
F,0.7,19,23,8,480,490,420,3.4, 
B,0.78,24,24,6,460,710,490,3,MATH C
D,0.51,21,22,8,320,410,420,2.3, 
F,0.51,21,22,8,320,410,420,2.3, 
C,0.51,21,22,8,320,410,420,2.3, 
B,0.79,27,26,6,520,490,520,3.8,MATH C
A,0.73,22,23,6,530,600,590,4,MATH D
B,0.74,21,21,5,460,490,420,3.3,MATH B
C,0.87,20,19,5,480,490,390,3.7, 
AB,0.84,20,22,8,540,540,590,3.6, 
AB,0.65,25,24,6,520,690,570,3,MATH D
A,0.99,30,31,8,700,850,780,4,MATH E
A,0.95,33,29,8,620,790,610,4,MATH E
D,,20,27,0,360,400,370,,MATH B
B,0.74,27,27,5,600,540,520,3.5,MATH D
B,0.81,28,28,5,660,760,540,3.5,MATH D
AB,0.82,23,23,8,, , ,4, 
C,,23,25,8,480,540,450,2.5, 
F,0.58,30,29,7,700,760,730,, 
D,,25,23,8,500,570,360,3, 
C,0.89,23,24,8,540,640,540,,MATH D
A,0.92,28,26,8,610,850,760,4,MATH E
C,0.74,26,25,0,460,560,510,,MATH C
B,0.79,27,24,6,520,540,520,4,MATH D
D,,23,25,8,, , ,3.7, 
AB,,23,25,8,, , ,3.7, 
D,0.87,20,22,6,420,340,320,3.3, 
F,0.48,20,22,8,390,490,390,2.7, 
F,0.48,20,22,8,390,490,390,2.7, 
BC,0.79,21,20,8,420,440,390,3, 
C,0.85,25,27,6,530,500,430,3.3,MATH D
D,,21,21,8,, , ,2.7, 
C,,21,21,8,, , ,2.7, 
C,0.75,23,22,8,570,570,320,3.7,MATH D
F,0.47,17,17,6,300,510,320,3,MATH B
BC,0.72,29,26,0,640,540,650,3, 
A,0.87,22,26,8,520,640,520,3.5,MATH D
F,0.77,23,24,8,600,690,500,3.5,MATH D
F,0.77,23,24,8,600,690,500,3.5,MATH D
AB,0.77,19,21,6,430,540,360,3.7,MATH B
F,0.77,17,20,4,380,370,450,3,MATH A
A,0.96,31,28,8,,,,4,MATH B
A,0.75,27,24,8,540,540,590,4, 
BC,0.55,23,23,6,, , ,3.3, 
A,,19,19,8,460,510,440,4,MATH B
C,0.66,23,23,6,480,370,360,2.5, 
B,0.77,26,22,8,570,660,490,4,MATH D
B,0.67,23,21,6,, , ,4, 
F,,25,22,8,, , ,, 
D,0.46,23,21,0,430,510,470,2.3, 
F,0.46,23,21,0,430,510,470,2.3, 
BC,,21,24,6,500,670,430,3.7,MATH C
C,0.59,23,21,8,430,540,450,2.8,MATH C
B,0.88,17,20,6,290,340,190,4,MATH A
BC,0.81,23,22,8,450,570,470,3,MATH C
BC,0.71,25,25,7,430,460,500,3.2,MATH B
C,0.45,30,23,8,540,570,520,4,MATH D
C,0.6,22,21,6,450,490,450,3.7, 
B,0.51,18,19,3,380,440,360,1,MATH B
B,0.96,24,28,8,, , ,4, 
A,0.68,25,28,6,450,540,390,,MATH C
B,0.44,18,22,8,360,460,360,2.3, 
C,,24,20,5,, , ,2.2,MATH C
C,,19,21,0,, , ,3,MATH A
C,,28,27,5,580,600,570,3.3, 
BC,0.59,24,24,8,490,570,360,3.5,MATH C
B,0.87,24,21,8,450,460,390,3.7,MATH B
A,,28,28,5,530,540,540,3.8,MATH D
B,0.82,23,22,8,520,570,470,3.8, 
A,0.9,30,32,6,680,760,690,4, 
BC,0.85,19,20,8,340,440,320,4, 
AB,,19,20,6,390,570,300,3,MATH B
C,0.73,24,28,8,400,460,360,2.5, 
A,,26,23,8,680,600,500,4, 
AB,0.79,23,24,8,400,370,270,3.8,MATH B
A,0.81,27,23,8,400,490,500,3.8,MATH B
C,0.75,23,24,6,480,540,390,, 
B,0.93,25,23,5,530,600,520,3.8,MATH D
A,0.62,27,26,6,580,640,450,4, 
AB,0.78,28,25,0,630,640,650,4,MATH E
A,0.71,27,23,8,570,690,690,4,MATH D
B,0.87,22,22,6,380,490,320,3,MATH B
A,0.93,27,28,8,680,850,650,4, 
BC,0.73,28,24,8,660,690,710,3.8,MATH E
A,0.74,27,28,8,600,760,710,3.8,MATH D
A,0.89,25,22,8,540,510,620,4,MATH D
AB,0.88,25,24,6,500,460,450,4,MATH C
B,0.75,23,23,8,320,440,320,3.7,MATH B
F,0.66,16,17,8,460,570,390,3.3,MATH B
B,,18,20,8,310,330,380,4,MATH A
C,0.82,23,24,8,480,510,450,4,MATH C
A,,27,28,8,660,690,620,4, 
C,0.82,24,22,8,480,540,450,,MATH C
B,,28,24,6,, , ,4, 
B,,23,20,8,500,540,500,3,MATH C
C,0.81,25,22,0,480,440,500,3.7,MATH C
B,0.91,23,21,5,540,410,540,4,MATH D
B,0.59,24,22,8,, , ,3.8, 
C,0.83,24,25,8,450,540,520,4,MATH C
BC,,21,23,6,450,490,360,2.7, 
BC,0.94,20,23,8,450,490,540,4, 
AB,0.8,27,23,8,560,540,540,3.6, 
A,0.85,24,26,8,570,600,570,3.8,MATH D
BC,0.89,22,24,5,430,370,450,3.5,MATH B
B,0.66,25,26,0,, , ,4, 
A,0.85,26,25,6,640,570,570,3.8,MATH E
A,,24,22,8,, , ,3.4, 
BC,0.7,27,23,8,570,600,730,3, 
B,0.88,22,23,5,500,460,540,4, 
A,0.91,33,32,8,780,760,850,3.8,MATH E
B,0.77,26,25,8,480,510,390,, 
A,0.94,26,27,8,460,460,520,3.5,MATH B
A,0.88,23,23,5,610,760,780,3.8, 
BC,0.61,26,25,8,430,490,470,3,MATH B
BC,,24,20,6,, , ,3,MATH C
D,0.88,25,26,7,520,540,470,2.8,MATH D
D,0.88,25,26,7,520,540,470,2.8,MATH D
D,0.52,23,20,8,, , ,3.5, 
BC,0.63,23,19,6,480,510,540,4, 
A,0.9,26,27,6,600,540,520,4, 
C,0.5,25,22,8,, , ,3.3, 
AB,,23,24,8,, , ,3.8, 
C,0.76,20,22,8,450,440,450,4, 
C,0.51,22,20,8,, , ,2.7,MATH C
A,0.93,26,26,6,750,760,730,3.5,MATH E
C,0.77,25,22,6,560,540,540,,MATH D
AB,0.95,24,27,5,580,640,620,4,MATH D
F,,21,25,8,360,370,320,3.3,MATH B
C,,21,25,8,360,370,320,3.3,MATH B
F,,16,15,8,, , ,3, 
C,0.92,29,29,8,610,850,730,3.3, 
C,0.58,22,21,6,520,460,540,3.3,MATH C
B,,27,26,0,, , ,, 
C,,21,24,6,,,,2.3,MATH B
A,0.87,26,24,5,640,760,650,4,MATH E
B,0.46,21,20,8,, , ,3, 
A,0.92,28,27,8,520,540,570,4,MATH D
BC,0.8,21,27,8,450,540,450,2.7,MATH C
C,0.76,23,25,5,440,460,360,3,MATH B
C,,25,23,8,640,690,570,3.3, 
A,0.76,25,24,8,500,570,590,4,MATH C
BC,0.46,27,21,6,460,510,520,3.3, 
C,,27,26,8,570,640,620,3,MATH D
B,0.68,24,26,6,540,690,500,2.5, 
AB,0.87,28,25,8,500,510,470,4,MATH C
C,,27,25,8,, , ,4,MATH C
BC,0.87,24,23,6,600,640,540,4,MATH D
C,0.64,29,28,8,530,540,590,3.4, 
AB,0.76,25,25,8,580,570,540,4,MATH D
C,0.71,24,25,8,560,540,450,3.3, 
C,,17,20,5,, , ,3.7, 
BC,0.96,25,27,7,630,690,620,4,MATH E
AB,,25,23,6,480,540,520,3.5,MATH C
BC,0.6,23,22,5,, , ,3.7,MATH B
BC,0.38,19,20,6,540,560,540,2.5,MATH A
BC,,18,19,5,410,470,350,3.3,MATH B
B,0.84,24,23,8,500,540,520,4, 
AB,0.69,23,23,5,480,410,520,3.5,MATH C
AB,,21,20,0,, , ,4, 
BC,,26,27,8,660,640,620,3.8,MATH E
B,0.78,25,23,5,500,460,520,3.7, 
C,0.64,19,21,6,420,370,320,4, 
F,0.57,22,19,6,410,590,360,3,MATH B
B,0.57,22,19,6,410,590,360,3,MATH B
F,0.46,18,15,6,480,570,390,1.7,MATH C
D,0.87,22,20,5,430,410,360,4,MATH B
C,0.87,22,20,5,430,410,360,4,MATH B
C,0.25,18,20,7,, , ,2.7,MATH B
B,0.63,19,19,5,340,340,320,3,MATH A
AB,0.94,24,25,8,, , ,4, 
BC,0.88,24,24,4,480,480,540,3.7, 
C,0.84,18,21,8,320,390,470,3.3,MATH A
B,0.83,27,29,8,600,750,720,4, 
C,0.79,24,26,8,490,570,540,4,MATH C
F,0.73,23,25,6,480,440,520,2.5,MATH C
BC,0.73,23,25,6,480,440,520,2.5,MATH C
F,0.68,25,27,7,380,540,390,3.3,MATH B
B,0.82,26,24,8,460,410,470,3.7, 
C,0.76,20,20,8,540,530,540,3.3, 
C,0.86,23,22,6,530,460,470,4, 
C,,22,18,6,, , ,3, 
BC,0.89,29,25,8,620,680,650,3.8,MATH E
C,0.86,23,26,7,460,490,470,4,MATH B
A,0.64,21,20,8,500,560,450,3.7,MATH C
BC,0.86,18,23,7,360,440,420,3.3,MATH B
B,0.72,18,23,8,360,340,450,4,MATH A
B,0.63,26,30,5,590,590,770,,MATH D
C,,19,20,5,430,440,390,3,MATH B
D,0.75,17,19,7,400,480,400,2.5,MATH B
D,0.73,17,20,5,400,480,500,3, 
C,,23,25,6,540,600,320,3, 
B,0.71,23,21,0,380,410,450,3,MATH B
A,,24,25,8,490,600,420,3.8,MATH C
BC,0.99,23,24,8,520,560,500,4,MATH C
BC,0.88,22,22,6,540,440,570,3,MATH D
B,0.91,27,27,8,500,430,500,3.6,MATH C
C,,20,21,6,380,470,410,1.5,MATH B
BC,0.89,29,24,8,700,640,730,4, 
F,0.56,25,24,8,, , ,2.8,MATH B
C,0.56,25,24,8,, , ,2.8,MATH B
A,,24,28,8,590,680,520,4, 
AB,0.68,27,26,5,680,540,780,2.7,MATH E
D,0.71,22,26,8,, , ,3,MATH B
C,0.58,16,16,8,, , ,3, 
D,0.71,19,21,8,530,510,450,3.4,MATH B
D,0.8,20,23,7,460,460,450,3, 
B,0.81,24,26,8,530,510,590,3,MATH D
F,0.89,23,24,8,480,490,500,4,MATH C
F,0.89,23,24,8,480,490,500,4,MATH C
D,0.57,18,18,8,490,490,360,2.5,MATH B
C,0.57,18,18,8,490,490,360,2.5,MATH B
C,0.7,23,23,8,400,340,320,3.5,MATH B
AB,0.76,24,23,8,510,630,520,4,MATH B
C,0.72,25,26,6,540,570,520,4, 
A,0.9,23,23,5,450,510,390,4,MATH B
C,0.77,20,24,8,420,410,390,3.3,MATH B
B,0.81,24,23,6,430,510,500,, 
C,0.34,22,24,8,430,430,470,,MATH B
D,0.66,17,18,4,340,490,320,3.3,MATH B
A,0.98,21,23,8,480,490,470,4,MATH C
B,0.9,29,28,8,740,590,680,4,MATH E
C,0.63,29,25,6,, , ,, 
BC,0.79,23,26,8,500,570,500,3.5,MATH C
BC,0.45,23,24,6,, , ,, 
C,,25,30,0,530,570,490,,MATH D
C,,29,29,0,570,580,560,,MATH D
C,0.82,27,26,6,, , ,3.4, 
A,,25,25,6,600,610,670,3.6,MATH D
F,0.62,24,22,8,440,480,420,3.7,MATH B
C,0.79,29,27,5,600,530,590,4,MATH B
F,0.63,22,21,8,390,360,200,3.5,MATH B
F,0.63,22,21,8,390,360,200,3.5,MATH B
AB,,24,21,4,, , ,2.5, 
A,,24,26,8,620,590,540,3.5,MATH D
AB,,27,28,0,540,500,540,,MATH D
C,0.88,27,26,8,600,680,590,4,MATH D
C,0.84,19,24,8,490,570,500,3,MATH C
B,0.77,26,24,8,, , ,3.4,MATH B
B,,21,20,8,, , ,3, 
A,0.83,22,23,6,430,490,390,4,MATH B
D,0.59,24,27,8,520,530,540,3.3,MATH D
AB,0.84,25,23,4,550,500,620,,MATH D
B,0.77,26,28,8,, , ,3.8,MATH B
F,0.54,17,19,8,420,370,320,2.4, 
D,0.54,17,19,8,420,370,320,2.4, 
C,0.82,23,23,8,490,510,520,3.2, 
F,0.6,21,21,8,430,430,500,,MATH B
F,,25,25,8,360,530,500,3,MATH B
C,0.82,24,24,8,500,600,540,3.3,MATH C
AB,0.48,27,25,5,, , ,3.6,MATH C
B,0.59,19,22,6,500,550,420,3.3,MATH C
B,,24,21,6,440,390,440,,MATH B
A,0.78,22,25,6,520,560,590,4,MATH C
A,0.76,24,23,8,470,590,470,3.3,MATH C
AB,0.75,25,23,8,560,660,570,4,MATH D
A,0.97,26,24,5,540,640,620,4,MATH D
C,0.92,25,28,5,550,750,540,4,MATH D
D,0.3,24,18,7,, , ,3, 
C,0.3,24,18,7,, , ,3, 
C,0.91,26,29,8,460,590,520,4,MATH C
C,0.81,23,23,8,380,430,200,3,MATH B
C,0.83,20,22,6,360,410,500,3.3, 
C,0.76,19,23,6,410,460,330,2, 
A,0.79,26,24,5,480,500,520,4,MATH C
A,0.91,29,27,8,630,850,850,4,MATH E
BC,0.95,27,28,5,670,750,720,4,MATH E
C,0.87,28,26,8,, , ,3.8, 
A,0.93,34,28,8,690,590,720,4, 
AB,0.79,26,28,8,580,590,500,,MATH D
B,0.9,22,25,8,, , ,3.3,MATH B
A,0.99,28,27,6,650,680,850,4, 
BC,0.65,24,21,5,500,590,620,4,MATH C
B,0.83,24,23,8,430,530,540,3.7,MATH B
AB,0.85,31,28,5,540,530,650,3.5, 
F,,25,21,8,360,480,450,2.5,MATH B
F,,25,21,8,360,480,450,2.5,MATH B
C,0.77,26,26,6,460,680,620,3.5, 
C,0.57,17,19,0,360,340,360,,MATH A
D,0.56,19,21,8,, , ,2.8,MATH A
D,,17,22,5,340,240,280,4,MATH A
C,,25,25,6,500,560,540,3.3,MATH C
AB,0.86,24,22,8,440,480,360,3.7,MATH B
A,0.99,28,32,5,820,750,770,4,MATH E
A,,24,23,6,390,640,390,3.3,MATH B
A,0.64,22,21,6,410,480,450,, 
B,0.81,24,23,8,510,560,500,4,MATH C
A,0.78,21,22,8,460,530,540,3,MATH B
D,0.46,19,21,6,360,340,200,2.7, 
F,0.76,25,24,8,, , ,2.7, 
A,,20,20,4,370,510,420,2,MATH B
AB,0.93,31,31,8,750,710,830,4,MATH E
C,0.8,25,24,6,540,540,510,4,MATH D
A,,21,21,8,470,430,520,3.5,MATH B
AB,,26,24,6,, , ,4, 
F,0.78,24,21,6,440,390,450,4,MATH B
F,0.78,24,21,6,440,390,450,4,MATH B
C,0.78,24,21,6,440,390,450,4,MATH B
BC,0.81,24,23,7,500,430,450,3, 
D,0.7,23,25,6,360,490,390,2.7, 
B,0.7,25,27,6,520,510,500,3.3, 
BC,0.74,24,19,7,470,460,420,3.2, 
